step,Scheduler
1.0,0.0037283897399902344
2.0,0.0032007694244384766
3.0,0.733558177947998
4.0,0.0007944107055664062
5.0,0.0012054443359375
6.0,0.0015633106231689453
7.0,0.0010819435119628906
8.0,0.0008101463317871094
9.0,0.0018246173858642578
10.0,0.28101682662963867
11.0,0.003368854522705078
12.0,0.001054525375366211
13.0,0.0010173320770263672
14.0,0.001552581787109375
15.0,0.0012748241424560547
16.0,0.0016338825225830078
17.0,0.0013151168823242188
18.0,0.0009839534759521484
19.0,0.0018191337585449219
20.0,0.2459425926208496
21.0,0.0013437271118164062
22.0,0.0012044906616210938
23.0,0.0012156963348388672
24.0,0.0015790462493896484
25.0,0.00127410888671875
26.0,0.0014488697052001953
27.0,0.0011746883392333984
28.0,0.0012187957763671875
29.0,0.001146078109741211
30.0,0.2649495601654053
31.0,0.0008857250213623047
32.0,0.0014739036560058594
33.0,0.001813650131225586
34.0,0.0011413097381591797
35.0,0.0012819766998291016
36.0,0.0010361671447753906
37.0,0.0018737316131591797
38.0,0.0016307830810546875
39.0,0.0014736652374267578
40.0,0.26761817932128906
41.0,0.0010330677032470703
42.0,0.002246379852294922
43.0,0.002412080764770508
44.0,0.0012094974517822266
45.0,0.0011017322540283203
46.0,0.0009105205535888672
47.0,0.0015513896942138672
48.0,0.0011508464813232422
49.0,0.0011608600616455078
50.0,0.24093127250671387
51.0,0.0017762184143066406
52.0,0.0011844635009765625
53.0,0.0017542839050292969
54.0,0.0010976791381835938
55.0,0.0012357234954833984
56.0,0.0010421276092529297
57.0,0.001943826675415039
58.0,0.0015175342559814453
59.0,0.0019435882568359375
60.0,0.2547736167907715
61.0,0.0010979175567626953
62.0,0.00167083740234375
63.0,0.0011515617370605469
64.0,0.0021245479583740234
65.0,0.00128173828125
66.0,0.0010046958923339844
67.0,0.0019054412841796875
68.0,0.0014812946319580078
69.0,0.0019314289093017578
70.0,0.2736470699310303
71.0,0.0012602806091308594
72.0,0.0010704994201660156
73.0,0.0015239715576171875
74.0,0.0016946792602539062
75.0,0.0008847713470458984
76.0,0.002160787582397461
77.0,0.001148223876953125
78.0,0.0011298656463623047
79.0,0.0014185905456542969
80.0,0.28768229484558105
81.0,0.0009515285491943359
82.0,0.0011789798736572266
83.0,0.0018682479858398438
84.0,0.0011293888092041016
85.0,0.0031099319458007812
86.0,0.0008661746978759766
87.0,0.0011992454528808594
88.0,0.0012636184692382812
89.0,0.0010292530059814453
90.0,0.2046046257019043
91.0,0.0013294219970703125
92.0,0.001280069351196289
93.0,0.001958131790161133
94.0,0.0013756752014160156
95.0,0.0012552738189697266
96.0,0.0009129047393798828
97.0,0.0013513565063476562
98.0,0.0016536712646484375
99.0,0.001085042953491211
100.0,0.24785113334655762
101.0,0.0008559226989746094
102.0,0.0013356208801269531
103.0,0.001827239990234375
104.0,0.0014650821685791016
105.0,0.001775979995727539
106.0,0.0017387866973876953
107.0,0.0011875629425048828
108.0,0.0015625953674316406
109.0,0.0010986328125
110.0,0.20009636878967285
111.0,0.0008208751678466797
112.0,0.0010313987731933594
113.0,0.0010602474212646484
114.0,0.0010635852813720703
115.0,0.00125885009765625
116.0,0.0010676383972167969
117.0,0.0010547637939453125
118.0,0.0021255016326904297
119.0,0.0011360645294189453
120.0,0.2260746955871582
121.0,0.0016748905181884766
122.0,0.0013096332550048828
123.0,0.0010228157043457031
124.0,0.0013475418090820312
125.0,0.0014660358428955078
126.0,0.0008928775787353516
127.0,0.0013911724090576172
128.0,0.0015058517456054688
129.0,0.0010280609130859375
130.0,0.2182168960571289
131.0,0.0009315013885498047
132.0,0.0017538070678710938
133.0,0.001295328140258789
134.0,0.001104593276977539
135.0,0.0014221668243408203
136.0,0.0015287399291992188
137.0,0.0018835067749023438
138.0,0.0013489723205566406
139.0,0.0011761188507080078
140.0,0.23518896102905273
141.0,0.0013437271118164062
142.0,0.0017926692962646484
143.0,0.0015573501586914062
144.0,0.0017936229705810547
145.0,0.0012018680572509766
146.0,0.0009703636169433594
147.0,0.0010898113250732422
148.0,0.0015730857849121094
149.0,0.0011317729949951172
150.0,0.22956156730651855
151.0,0.0015501976013183594
152.0,0.0012695789337158203
153.0,0.0015540122985839844
154.0,0.0010476112365722656
155.0,0.0014498233795166016
156.0,0.0008492469787597656
157.0,0.0017294883728027344
158.0,0.0016570091247558594
159.0,0.0016987323760986328
160.0,0.21555089950561523
161.0,0.0017445087432861328
162.0,0.0012497901916503906
163.0,0.0010609626770019531
164.0,0.0014612674713134766
165.0,0.0018072128295898438
166.0,0.001875162124633789
167.0,0.0011625289916992188
168.0,0.0016970634460449219
169.0,0.0011243820190429688
170.0,0.24243807792663574
171.0,0.0007367134094238281
172.0,0.0012907981872558594
173.0,0.001295328140258789
174.0,0.001102447509765625
175.0,0.0017094612121582031
176.0,0.0011718273162841797
177.0,0.001233816146850586
178.0,0.0009567737579345703
179.0,0.001641988754272461
180.0,0.24962401390075684
181.0,0.0024373531341552734
182.0,0.0018875598907470703
183.0,0.001758575439453125
184.0,0.001611948013305664
185.0,0.0012044906616210938
186.0,0.0011632442474365234
187.0,0.001163482666015625
188.0,0.0023517608642578125
189.0,0.0010988712310791016
190.0,0.2369687557220459
191.0,0.0008943080902099609
192.0,0.0013508796691894531
193.0,0.001184701919555664
194.0,0.0009789466857910156
195.0,0.0016818046569824219
196.0,0.001226663589477539
197.0,0.0017163753509521484
198.0,0.0012602806091308594
199.0,0.002259969711303711
200.0,0.23582744598388672
201.0,0.0019545555114746094
202.0,0.0010232925415039062
203.0,0.0010027885437011719
204.0,0.0010492801666259766
205.0,0.0010762214660644531
206.0,0.0010180473327636719
207.0,0.0013341903686523438
208.0,0.0009188652038574219
209.0,0.001743316650390625
210.0,0.23517847061157227
211.0,0.0013747215270996094
212.0,0.0010645389556884766
213.0,0.0008413791656494141
214.0,0.0010161399841308594
215.0,0.002295970916748047
216.0,0.0011408329010009766
217.0,0.001737833023071289
218.0,0.0009086132049560547
219.0,0.0017282962799072266
220.0,0.2637605667114258
221.0,0.0021305084228515625
222.0,0.0010995864868164062
223.0,0.0008499622344970703
224.0,0.001967906951904297
225.0,0.0017354488372802734
226.0,0.0011479854583740234
227.0,0.0011022090911865234
228.0,0.001039266586303711
229.0,0.0011589527130126953
230.0,0.25824713706970215
231.0,0.0010404586791992188
232.0,0.0019683837890625
233.0,0.00162506103515625
234.0,0.0015726089477539062
235.0,0.001474142074584961
236.0,0.001211404800415039
237.0,0.001800537109375
238.0,0.0011103153228759766
239.0,0.0009872913360595703
240.0,0.34653615951538086
241.0,0.0012423992156982422
242.0,0.0011911392211914062
243.0,0.0010154247283935547
244.0,0.0009441375732421875
245.0,0.0012094974517822266
246.0,0.0010347366333007812
247.0,0.001125335693359375
248.0,0.0009200572967529297
249.0,0.0009219646453857422
250.0,0.23933911323547363
251.0,0.0015709400177001953
252.0,0.0012967586517333984
253.0,0.0010077953338623047
254.0,0.001041412353515625
255.0,0.001177072525024414
256.0,0.002106904983520508
257.0,0.0018892288208007812
258.0,0.0011098384857177734
259.0,0.0013017654418945312
260.0,0.2585418224334717
261.0,0.001474142074584961
262.0,0.0012981891632080078
263.0,0.00222015380859375
264.0,0.0008802413940429688
265.0,0.0010514259338378906
266.0,0.0018000602722167969
267.0,0.0008878707885742188
268.0,0.0010077953338623047
269.0,0.001607656478881836
270.0,0.3005490303039551
271.0,0.0016646385192871094
272.0,0.0010848045349121094
273.0,0.0010890960693359375
274.0,0.0009856224060058594
275.0,0.001058816909790039
276.0,0.0019154548645019531
277.0,0.0012028217315673828
278.0,0.0013568401336669922
279.0,0.0015971660614013672
280.0,0.24765634536743164
281.0,0.0012421607971191406
282.0,0.0013899803161621094
283.0,0.001420736312866211
284.0,0.0013537406921386719
285.0,0.001007080078125
286.0,0.0018630027770996094
287.0,0.0009746551513671875
288.0,0.001542806625366211
289.0,0.0010073184967041016
290.0,0.25851893424987793
291.0,0.0017113685607910156
292.0,0.002711772918701172
293.0,0.002382516860961914
294.0,0.0019049644470214844
295.0,0.001405954360961914
296.0,0.0017077922821044922
297.0,0.0010399818420410156
298.0,0.0010530948638916016
299.0,0.0020368099212646484
300.0,0.26407551765441895
301.0,0.0016484260559082031
302.0,0.0015058517456054688
303.0,0.001508951187133789
304.0,0.0008902549743652344
305.0,0.0009207725524902344
306.0,0.0013310909271240234
307.0,0.0018889904022216797
308.0,0.0019779205322265625
309.0,0.0009398460388183594
310.0,0.27220654487609863
311.0,0.0010869503021240234
312.0,0.00131988525390625
313.0,0.0011358261108398438
314.0,0.0013000965118408203
315.0,0.0027849674224853516
316.0,0.0013823509216308594
317.0,0.0009746551513671875
318.0,0.0010156631469726562
319.0,0.0009407997131347656
320.0,0.31774115562438965
321.0,0.0010569095611572266
322.0,0.001646280288696289
323.0,0.0015034675598144531
324.0,0.0013489723205566406
325.0,0.0010666847229003906
326.0,0.0012180805206298828
327.0,0.0012865066528320312
328.0,0.0011034011840820312
329.0,0.0013146400451660156
330.0,0.2659738063812256
331.0,0.0015845298767089844
332.0,0.0009887218475341797
333.0,0.0019822120666503906
334.0,0.0019290447235107422
335.0,0.0019698143005371094
336.0,0.0016911029815673828
337.0,0.0009829998016357422
338.0,0.0009982585906982422
339.0,0.0009081363677978516
340.0,0.25998353958129883
341.0,0.0017690658569335938
342.0,0.0015797615051269531
343.0,0.001399993896484375
344.0,0.001043081283569336
345.0,0.001024484634399414
346.0,0.0010111331939697266
347.0,0.0011208057403564453
348.0,0.0017435550689697266
349.0,0.0010161399841308594
350.0,0.2906186580657959
351.0,0.0011839866638183594
352.0,0.002073049545288086
353.0,0.002275228500366211
354.0,0.0009386539459228516
355.0,0.0012097358703613281
356.0,0.0011315345764160156
357.0,0.0010242462158203125
358.0,0.0009624958038330078
359.0,0.0010447502136230469
360.0,0.32745957374572754
361.0,0.0023946762084960938
362.0,0.0010061264038085938
363.0,0.0022292137145996094
364.0,0.0016248226165771484
365.0,0.001383066177368164
366.0,0.0018689632415771484
367.0,0.002092599868774414
368.0,0.000919342041015625
369.0,0.001035928726196289
370.0,0.2878403663635254
371.0,0.0008568763732910156
372.0,0.0015659332275390625
373.0,0.001016378402709961
374.0,0.0020034313201904297
375.0,0.0009779930114746094
376.0,0.0013797283172607422
377.0,0.0010309219360351562
378.0,0.0009884834289550781
379.0,0.0008685588836669922
380.0,0.28433942794799805
381.0,0.0013911724090576172
382.0,0.0010576248168945312
383.0,0.0019054412841796875
384.0,0.0010082721710205078
385.0,0.0021648406982421875
386.0,0.0015680789947509766
387.0,0.0015387535095214844
388.0,0.0016133785247802734
389.0,0.0008535385131835938
390.0,0.3129286766052246
391.0,0.0019237995147705078
392.0,0.0012674331665039062
393.0,0.0010974407196044922
394.0,0.0010156631469726562
395.0,0.0014719963073730469
396.0,0.0015323162078857422
397.0,0.002205371856689453
398.0,0.0010328292846679688
399.0,0.0015544891357421875
400.0,0.2930150032043457
401.0,0.0009539127349853516
402.0,0.0010178089141845703
403.0,0.0017137527465820312
404.0,0.0009179115295410156
405.0,0.0012290477752685547
406.0,0.0010771751403808594
407.0,0.0017366409301757812
408.0,0.002020120620727539
409.0,0.0009584426879882812
410.0,0.290637731552124
411.0,0.001764059066772461
412.0,0.0014498233795166016
413.0,0.0010406970977783203
414.0,0.0012633800506591797
415.0,0.0009760856628417969
416.0,0.0019197463989257812
417.0,0.002421140670776367
418.0,0.0009157657623291016
419.0,0.0009160041809082031
420.0,0.304746150970459
421.0,0.0020902156829833984
422.0,0.0009799003601074219
423.0,0.0012640953063964844
424.0,0.0017843246459960938
425.0,0.0010123252868652344
426.0,0.0011227130889892578
427.0,0.0011546611785888672
428.0,0.0010237693786621094
429.0,0.0008499622344970703
430.0,0.31569981575012207
431.0,0.0009436607360839844
432.0,0.0010981559753417969
433.0,0.0015187263488769531
434.0,0.0011878013610839844
435.0,0.0010786056518554688
436.0,0.001314401626586914
437.0,0.0009448528289794922
438.0,0.0011112689971923828
439.0,0.0010786056518554688
440.0,0.3139619827270508
441.0,0.001832723617553711
442.0,0.0010998249053955078
443.0,0.0012805461883544922
444.0,0.0009353160858154297
445.0,0.0011870861053466797
446.0,0.001474142074584961
447.0,0.0009961128234863281
448.0,0.0008556842803955078
449.0,0.0009412765502929688
450.0,0.35005879402160645
451.0,0.0017557144165039062
452.0,0.0009765625
453.0,0.00213623046875
454.0,0.0008556842803955078
455.0,0.0016536712646484375
456.0,0.0009119510650634766
457.0,0.0011386871337890625
458.0,0.0013463497161865234
459.0,0.0009610652923583984
460.0,0.32118725776672363
461.0,0.0016903877258300781
462.0,0.001973867416381836
463.0,0.0015301704406738281
464.0,0.0010848045349121094
465.0,0.000904083251953125
466.0,0.002073526382446289
467.0,0.0017087459564208984
468.0,0.0016522407531738281
469.0,0.0016467571258544922
470.0,0.3540213108062744
471.0,0.0009920597076416016
472.0,0.001041412353515625
473.0,0.0010101795196533203
474.0,0.0009946823120117188
475.0,0.0008187294006347656
476.0,0.0013256072998046875
477.0,0.0011260509490966797
478.0,0.0014846324920654297
479.0,0.0010018348693847656
480.0,0.3513951301574707
481.0,0.002217531204223633
482.0,0.0013256072998046875
483.0,0.0010139942169189453
484.0,0.0009675025939941406
485.0,0.0012748241424560547
486.0,0.0010197162628173828
487.0,0.001009225845336914
488.0,0.0021941661834716797
489.0,0.0016973018646240234
490.0,0.36880993843078613
491.0,0.001953125
492.0,0.0023932456970214844
493.0,0.0013842582702636719
494.0,0.0009024143218994141
495.0,0.001287221908569336
496.0,0.0015692710876464844
497.0,0.0009570121765136719
498.0,0.0009479522705078125
499.0,0.0021181106567382812
500.0,0.3429257869720459
501.0,0.0012123584747314453
502.0,0.0009589195251464844
503.0,0.0009245872497558594
504.0,0.0020787715911865234
505.0,0.0012748241424560547
506.0,0.0017209053039550781
507.0,0.0009708404541015625
508.0,0.002020120620727539
509.0,0.0016951560974121094
510.0,0.3619256019592285
511.0,0.0018165111541748047
512.0,0.0019383430480957031
513.0,0.0010275840759277344
514.0,0.0014166831970214844
515.0,0.0015900135040283203
516.0,0.0010383129119873047
517.0,0.0010335445404052734
518.0,0.00110626220703125
519.0,0.0012326240539550781
520.0,0.34953927993774414
521.0,0.0009894371032714844
522.0,0.0012199878692626953
523.0,0.001608133316040039
524.0,0.0009315013885498047
525.0,0.0016455650329589844
526.0,0.0009663105010986328
527.0,0.0009868144989013672
528.0,0.0017256736755371094
529.0,0.0014488697052001953
530.0,0.3605384826660156
531.0,0.0009849071502685547
532.0,0.0012328624725341797
533.0,0.0012710094451904297
534.0,0.0009343624114990234
535.0,0.0013124942779541016
536.0,0.0012989044189453125
537.0,0.0016062259674072266
538.0,0.0016307830810546875
539.0,0.0010967254638671875
540.0,0.36789393424987793
541.0,0.0015976428985595703
542.0,0.0010151863098144531
543.0,0.0009622573852539062
544.0,0.0011181831359863281
545.0,0.0009691715240478516
546.0,0.0010323524475097656
547.0,0.001051187515258789
548.0,0.0021750926971435547
549.0,0.0014483928680419922
550.0,0.3845837116241455
551.0,0.0014760494232177734
552.0,0.0009884834289550781
553.0,0.0010840892791748047
554.0,0.0015096664428710938
555.0,0.0009298324584960938
556.0,0.0009391307830810547
557.0,0.001102447509765625
558.0,0.0016279220581054688
559.0,0.0010118484497070312
560.0,0.3815603256225586
561.0,0.0016014575958251953
562.0,0.0008981227874755859
563.0,0.0009136199951171875
564.0,0.001600027084350586
565.0,0.001413106918334961
566.0,0.001216888427734375
567.0,0.00092315673828125
568.0,0.0017282962799072266
569.0,0.0017008781433105469
570.0,0.4075160026550293
571.0,0.0011315345764160156
572.0,0.00125885009765625
573.0,0.0020415782928466797
574.0,0.0013744831085205078
575.0,0.0009305477142333984
576.0,0.0016942024230957031
577.0,0.0017597675323486328
578.0,0.0015263557434082031
579.0,0.0009810924530029297
580.0,0.40494275093078613
581.0,0.0017380714416503906
582.0,0.0009021759033203125
583.0,0.0013551712036132812
584.0,0.0009136199951171875
585.0,0.0012497901916503906
586.0,0.0009560585021972656
587.0,0.002181529998779297
588.0,0.0012936592102050781
589.0,0.0011074542999267578
590.0,0.42526793479919434
591.0,0.0015020370483398438
592.0,0.0008893013000488281
593.0,0.0009300708770751953
594.0,0.0008709430694580078
595.0,0.0017879009246826172
596.0,0.0014345645904541016
597.0,0.0011293888092041016
598.0,0.0014889240264892578
599.0,0.0013113021850585938
600.0,0.42748236656188965
601.0,0.00225830078125
602.0,0.0012252330780029297
603.0,0.0019381046295166016
604.0,0.0012614727020263672
605.0,0.0010554790496826172
606.0,0.001895904541015625
607.0,0.0011093616485595703
608.0,0.0010616779327392578
609.0,0.00119781494140625
610.0,0.4977562427520752
611.0,0.0015871524810791016
612.0,0.0017218589782714844
613.0,0.0011103153228759766
614.0,0.0016891956329345703
615.0,0.0012650489807128906
616.0,0.001622915267944336
617.0,0.0010311603546142578
618.0,0.0009336471557617188
619.0,0.0009229183197021484
620.0,0.4687526226043701
621.0,0.002473115921020508
622.0,0.0014352798461914062
623.0,0.002057313919067383
624.0,0.0012524127960205078
625.0,0.0016818046569824219
626.0,0.0009720325469970703
627.0,0.0022573471069335938
628.0,0.0010633468627929688
629.0,0.0012447834014892578
630.0,0.43683290481567383
631.0,0.0016744136810302734
632.0,0.0010466575622558594
633.0,0.0009312629699707031
634.0,0.0009744167327880859
635.0,0.001102447509765625
636.0,0.0009427070617675781
637.0,0.0009064674377441406
638.0,0.0014443397521972656
639.0,0.0014376640319824219
640.0,0.48164892196655273
641.0,0.0020787715911865234
642.0,0.0010542869567871094
643.0,0.0010833740234375
644.0,0.0011334419250488281
645.0,0.0017750263214111328
646.0,0.0009639263153076172
647.0,0.0011172294616699219
648.0,0.002057313919067383
649.0,0.0018680095672607422
650.0,0.4772489070892334
651.0,0.0010540485382080078
652.0,0.0011794567108154297
653.0,0.0015833377838134766
654.0,0.001054525375366211
655.0,0.0012180805206298828
656.0,0.0010571479797363281
657.0,0.0010724067687988281
658.0,0.0008914470672607422
659.0,0.002335071563720703
660.0,0.5369844436645508
661.0,0.0009012222290039062
662.0,0.0012357234954833984
663.0,0.001300811767578125
664.0,0.0021066665649414062
665.0,0.0013873577117919922
666.0,0.0010879039764404297
667.0,0.0017192363739013672
668.0,0.0013780593872070312
669.0,0.0012018680572509766
670.0,0.49254822731018066
671.0,0.0009489059448242188
672.0,0.0009965896606445312
673.0,0.0010852813720703125
674.0,0.0009608268737792969
675.0,0.0011136531829833984
676.0,0.0009036064147949219
677.0,0.001497507095336914
678.0,0.0018284320831298828
679.0,0.0017921924591064453
680.0,0.5055637359619141
681.0,0.002265453338623047
682.0,0.0010144710540771484
683.0,0.001077413558959961
684.0,0.0014734268188476562
685.0,0.0016050338745117188
686.0,0.0008327960968017578
687.0,0.0010478496551513672
688.0,0.0016171932220458984
689.0,0.0010988712310791016
690.0,0.5272552967071533
691.0,0.0013072490692138672
692.0,0.0013496875762939453
693.0,0.001046895980834961
694.0,0.001920461654663086
695.0,0.001013040542602539
696.0,0.001016855239868164
697.0,0.0018877983093261719
698.0,0.0009393692016601562
699.0,0.0015225410461425781
700.0,0.5082614421844482
701.0,0.0009276866912841797
702.0,0.0017981529235839844
703.0,0.0013473033905029297
704.0,0.0010743141174316406
705.0,0.0010995864868164062
706.0,0.0011012554168701172
707.0,0.0017046928405761719
708.0,0.001033782958984375
709.0,0.0009648799896240234
710.0,0.5171730518341064
711.0,0.0009794235229492188
712.0,0.0008728504180908203
713.0,0.0011878013610839844
714.0,0.001172780990600586
715.0,0.0032362937927246094
716.0,0.0009012222290039062
717.0,0.0016865730285644531
718.0,0.0011484622955322266
719.0,0.0012183189392089844
720.0,0.5577564239501953
721.0,0.0015501976013183594
722.0,0.0018448829650878906
723.0,0.0010797977447509766
724.0,0.0012774467468261719
725.0,0.0020415782928466797
726.0,0.002135753631591797
727.0,0.0018079280853271484
728.0,0.001959562301635742
729.0,0.001087188720703125
730.0,0.5338170528411865
731.0,0.002010822296142578
732.0,0.0010035037994384766
733.0,0.0009377002716064453
734.0,0.0012049674987792969
735.0,0.0009694099426269531
736.0,0.0029516220092773438
737.0,0.0017375946044921875
738.0,0.0010838508605957031
739.0,0.0009508132934570312
740.0,0.5358190536499023
741.0,0.0013239383697509766
742.0,0.0013844966888427734
743.0,0.0009222030639648438
744.0,0.00140380859375
745.0,0.0017859935760498047
746.0,0.0014967918395996094
747.0,0.0010781288146972656
748.0,0.0008931159973144531
749.0,0.002397775650024414
750.0,0.5036566257476807
751.0,0.0010645389556884766
752.0,0.0009107589721679688
753.0,0.001306772232055664
754.0,0.0011641979217529297
755.0,0.0010552406311035156
756.0,0.0010819435119628906
757.0,0.0009355545043945312
758.0,0.0013377666473388672
759.0,0.0020830631256103516
760.0,0.5565164089202881
761.0,0.0015888214111328125
762.0,0.001737833023071289
763.0,0.0014750957489013672
764.0,0.0009176731109619141
765.0,0.0015749931335449219
766.0,0.0015037059783935547
767.0,0.0008912086486816406
768.0,0.0010309219360351562
769.0,0.0009377002716064453
770.0,0.5878779888153076
771.0,0.0013134479522705078
772.0,0.00102996826171875
773.0,0.0017833709716796875
774.0,0.0012054443359375
775.0,0.0017287731170654297
776.0,0.0009171962738037109
777.0,0.001413106918334961
778.0,0.0009500980377197266
779.0,0.0008966922760009766
780.0,0.5899491310119629
781.0,0.0010080337524414062
782.0,0.0014858245849609375
783.0,0.0011980533599853516
784.0,0.001664876937866211
785.0,0.0010051727294921875
786.0,0.0019037723541259766
787.0,0.0012693405151367188
788.0,0.001829385757446289
789.0,0.0009837150573730469
790.0,0.7054533958435059
791.0,0.0021283626556396484
792.0,0.0020499229431152344
793.0,0.0019130706787109375
794.0,0.0016913414001464844
795.0,0.0009796619415283203
796.0,0.0009922981262207031
797.0,0.002096891403198242
798.0,0.0008962154388427734
799.0,0.0016090869903564453
800.0,0.6213281154632568
801.0,0.0013833045959472656
802.0,0.0010814666748046875
803.0,0.0009274482727050781
804.0,0.0011348724365234375
805.0,0.0011632442474365234
806.0,0.0012919902801513672
807.0,0.0010540485382080078
808.0,0.0011744499206542969
809.0,0.0015037059783935547
810.0,0.6294224262237549
811.0,0.0015869140625
812.0,0.0012018680572509766
813.0,0.001234292984008789
814.0,0.0010960102081298828
815.0,0.0015621185302734375
816.0,0.0009424686431884766
817.0,0.001783609390258789
818.0,0.0022499561309814453
819.0,0.0009129047393798828
820.0,0.6218006610870361
821.0,0.0016896724700927734
822.0,0.0008537769317626953
823.0,0.0018134117126464844
824.0,0.0010564327239990234
825.0,0.001310110092163086
826.0,0.0009717941284179688
827.0,0.0017518997192382812
828.0,0.002196788787841797
829.0,0.0017483234405517578
830.0,0.6569228172302246
831.0,0.002270936965942383
832.0,0.0020449161529541016
833.0,0.0010895729064941406
834.0,0.0021789073944091797
835.0,0.002235889434814453
836.0,0.0009541511535644531
837.0,0.0022902488708496094
838.0,0.001153707504272461
839.0,0.0019223690032958984
840.0,0.6765902042388916
841.0,0.0016138553619384766
842.0,0.0010423660278320312
843.0,0.0016634464263916016
844.0,0.0018613338470458984
845.0,0.0010576248168945312
846.0,0.0016334056854248047
847.0,0.0010509490966796875
848.0,0.001811981201171875
849.0,0.0011758804321289062
850.0,0.6505546569824219
851.0,0.0010066032409667969
852.0,0.0009336471557617188
853.0,0.0012848377227783203
854.0,0.0009062290191650391
855.0,0.0009539127349853516
856.0,0.0009801387786865234
857.0,0.0009465217590332031
858.0,0.0010597705841064453
859.0,0.0010154247283935547
860.0,0.7597322463989258
861.0,0.0015408992767333984
862.0,0.0014774799346923828
863.0,0.0023183822631835938
864.0,0.0010585784912109375
865.0,0.0027065277099609375
866.0,0.0010445117950439453
867.0,0.001138448715209961
868.0,0.0012695789337158203
869.0,0.0012614727020263672
870.0,0.7192234992980957
871.0,0.0011358261108398438
872.0,0.0009553432464599609
873.0,0.0009715557098388672
874.0,0.0013489723205566406
875.0,0.0021135807037353516
876.0,0.0013837814331054688
877.0,0.0009453296661376953
878.0,0.0014507770538330078
879.0,0.002216339111328125
880.0,0.678941011428833
881.0,0.0010762214660644531
882.0,0.0010063648223876953
883.0,0.0011644363403320312
884.0,0.0014128684997558594
885.0,0.0015254020690917969
886.0,0.0009119510650634766
887.0,0.0008943080902099609
888.0,0.001035451889038086
889.0,0.0008783340454101562
890.0,0.7773041725158691
891.0,0.0014009475708007812
892.0,0.0020203590393066406
893.0,0.0008389949798583984
894.0,0.0009739398956298828
895.0,0.002086162567138672
896.0,0.0010271072387695312
897.0,0.0012593269348144531
898.0,0.0009992122650146484
899.0,0.0008974075317382812
900.0,0.832578182220459
901.0,0.001955270767211914
902.0,0.0016536712646484375
903.0,0.0010914802551269531
904.0,0.0013332366943359375
905.0,0.0009157657623291016
906.0,0.0012803077697753906
907.0,0.0008909702301025391
908.0,0.001495361328125
909.0,0.0011243820190429688
910.0,0.8518664836883545
911.0,0.0009572505950927734
912.0,0.000911712646484375
913.0,0.001207113265991211
914.0,0.0011363029479980469
915.0,0.001298666000366211
916.0,0.0008466243743896484
917.0,0.0008778572082519531
918.0,0.0009047985076904297
919.0,0.0014476776123046875
920.0,0.9048998355865479
921.0,0.001676321029663086
922.0,0.001810312271118164
923.0,0.000896453857421875
924.0,0.0012562274932861328
925.0,0.0008158683776855469
926.0,0.0014681816101074219
927.0,0.0011794567108154297
928.0,0.0010802745819091797
929.0,0.0009145736694335938
930.0,0.8546459674835205
931.0,0.0008728504180908203
932.0,0.0011262893676757812
933.0,0.0011248588562011719
934.0,0.0016736984252929688
935.0,0.0010066032409667969
936.0,0.0009014606475830078
937.0,0.0009028911590576172
938.0,0.0017316341400146484
939.0,0.0012989044189453125
940.0,0.9795048236846924
941.0,0.001302480697631836
942.0,0.0011682510375976562
943.0,0.0012335777282714844
944.0,0.000982046127319336
945.0,0.0015349388122558594
946.0,0.0012977123260498047
947.0,0.0013456344604492188
948.0,0.0009150505065917969
949.0,0.0021729469299316406
950.0,0.8051056861877441
951.0,0.0008382797241210938
952.0,0.0009226799011230469
953.0,0.0010447502136230469
954.0,0.001340627670288086
955.0,0.001188516616821289
956.0,0.0008745193481445312
957.0,0.0009412765502929688
958.0,0.0008640289306640625
959.0,0.0011556148529052734
960.0,0.7897202968597412
961.0,0.00151824951171875
962.0,0.001111745834350586
963.0,0.0019001960754394531
964.0,0.0013191699981689453
965.0,0.001657247543334961
966.0,0.0021071434020996094
967.0,0.0017428398132324219
968.0,0.0015707015991210938
969.0,0.000997304916381836
970.0,0.8141999244689941
971.0,0.0009179115295410156
972.0,0.0010426044464111328
973.0,0.0017278194427490234
974.0,0.0009407997131347656
975.0,0.0010738372802734375
976.0,0.0018818378448486328
977.0,0.00090789794921875
978.0,0.0008983612060546875
979.0,0.0018360614776611328
980.0,0.9190828800201416
981.0,0.0009419918060302734
982.0,0.0015130043029785156
983.0,0.0008821487426757812
984.0,0.0007882118225097656
985.0,0.0008833408355712891
986.0,0.0016055107116699219
987.0,0.0009672641754150391
988.0,0.001012563705444336
